timestamp,packet_number,packet_len,errors,ber,avg_ber
1743933045.816486,13,448,29,0.064732,0.065591
1743933045.8587778,14,448,23,0.051339,0.064573
1743933045.906916,15,448,30,0.066964,0.064732
1743933045.9495542,16,448,30,0.066964,0.064872
1743933045.9920688,17,448,30,0.066964,0.064995
1743933046.040196,18,448,30,0.066964,0.065104
1743933046.0831027,19,448,30,0.066964,0.065202
1743933046.1260815,20,448,30,0.066964,0.065290
1743933046.1737638,21,448,30,0.066964,0.065370
1743933046.2160747,22,448,30,0.066964,0.065442
1743933046.2597582,23,448,30,0.066964,0.065509
1743933046.3068757,24,448,30,0.066964,0.065569
1743933046.349501,25,448,30,0.066964,0.065625
1743933046.3920264,26,448,29,0.064732,0.065591
1743933046.4404376,27,448,23,0.051339,0.065063
1743933046.4833286,28,448,30,0.066964,0.065131
1743933046.5258217,29,448,30,0.066964,0.065194
1743933046.5738022,30,448,30,0.066964,0.065253
1743933046.61722,31,448,30,0.066964,0.065308
1743933046.6587806,32,448,30,0.066964,0.065360
1743933046.7067068,33,448,30,0.066964,0.065409
1743933046.7501373,34,448,30,0.066964,0.065454
1743933046.7920845,35,448,30,0.066964,0.065497
1743933046.8345683,36,448,30,0.066964,0.065538
1743933046.8826258,37,448,30,0.066964,0.065577
1743933046.926299,38,448,30,0.066964,0.065613
1743933046.9675434,39,448,29,0.064732,0.065591
1743933047.0161824,40,448,23,0.051339,0.065234
1743933047.058835,41,448,30,0.066964,0.065277
1743933047.101441,42,448,30,0.066964,0.065317
1743933047.1498163,43,448,30,0.066964,0.065355
1743933047.1926112,44,448,30,0.066964,0.065392
1743933047.2346427,45,448,30,0.066964,0.065427
1743933047.283331,46,448,30,0.066964,0.065460
1743933047.3250463,47,448,30,0.066964,0.065492
1743933047.3681135,48,448,30,0.066964,0.065523
1743933047.4163177,49,448,30,0.066964,0.065552
1743933047.4583592,50,448,30,0.066964,0.065580
1743933047.5013068,51,448,30,0.066964,0.065607
1743933047.549081,52,448,29,0.064732,0.065591
1743933047.5917246,53,448,23,0.051339,0.065322
1743933047.6348462,54,448,30,0.066964,0.065352
1743933047.6830897,55,448,30,0.066964,0.065381
1743933047.72498,56,448,30,0.066964,0.065410
1743933047.7681055,57,448,30,0.066964,0.065437
1743933047.8156428,58,448,30,0.066964,0.065463
1743933047.8583238,59,448,30,0.066964,0.065489
1743933047.9010592,60,448,30,0.066964,0.065513
1743933047.9437156,61,448,141,0.314732,0.069599
1743933047.991524,62,448,194,0.433036,0.075461
1743933048.034407,63,448,179,0.399554,0.080605
1743933048.093072,64,608,216,0.355263,0.086397
1743933048.152005,65,608,242,0.398026,0.092833
1743933048.2104506,66,608,206,0.338816,0.097810
1743933048.2691705,67,608,223,0.366776,0.103145
1743933048.3285446,68,608,233,0.383224,0.108591
1743933048.388164,69,608,224,0.368421,0.113548
1743933048.445056,70,608,204,0.335526,0.117703
1743933048.5038717,71,608,212,0.348684,0.121948
1743933048.5573177,72,608,210,0.345395,0.125979
1743933048.6165159,73,608,225,0.370066,0.130306
1743933048.674641,74,608,218,0.358553,0.134280
1743933048.7330353,75,608,236,0.388158,0.138626
1743933048.7919433,76,608,213,0.350329,0.142189
1743933048.8508258,77,608,232,0.381579,0.146151
1743933048.9087768,78,608,212,0.348684,0.149448
1743933048.9675097,79,608,209,0.343750,0.152561
1743933049.0268524,80,608,220,0.361842,0.155861
1743933049.0847178,81,608,232,0.381579,0.159365
1743933049.1439219,82,608,218,0.358553,0.162409
1743933049.2021534,83,608,232,0.381579,0.165709
1743933049.2558663,84,608,211,0.347039,0.168399
1743933049.3142898,85,608,227,0.373355,0.171394
1743933049.373565,86,608,207,0.340461,0.173830
1743933049.431659,87,608,221,0.363487,0.176523
1743933049.4905343,88,608,223,0.366776,0.179187
1743933049.549224,89,608,227,0.373355,0.181868
1743933049.6082788,90,608,235,0.386513,0.184655
1743933049.666595,91,608,237,0.389803,0.187412
1743933049.7254899,92,608,215,0.353618,0.189615
1743933049.7833993,93,608,29,0.047697,0.187758
1743933049.8423173,94,608,213,0.350329,0.189858
1743933049.9010243,95,608,233,0.383224,0.192324
1743933049.9593394,96,608,216,0.355263,0.194375
1743933050.0130987,97,608,242,0.398026,0.196908
1743933050.0717053,98,608,206,0.338816,0.198651
1743933050.130876,99,608,223,0.366776,0.200690
1743933050.1891901,100,608,233,0.383224,0.202879
1743933050.2478004,101,608,224,0.368421,0.204839
1743933050.3066278,102,608,204,0.335526,0.206369
